Durationinseconds,ResponseId,Age,Gender,HL,Race,Race_5_TEXT,Education,Income,BER_P,BER_N,StressorDesc,PSE_P,PSE_N,A1,A2,A3,A4,A5,A6,A1_P,A1_N,A2_P,A2_N,A3_P,A3_N,A4_P,A4_N,A5_P,A5_N,A6_P,A6_N,PRE_P,PRE_N,DES_1NPS,DES_2NPS,DES_3NPS,DES_4CPN,DES_5PNS,DES_6CPN,DES_7CPN,DES_8PNS,DES_9PNS,DES_10CPN,DES_11PNS,ValuingHS_1,ValuingHS_2,ValuingHS_3,ValuingHS_4,ValuingHS_5,ValuingHS_6,ValuingHS_7,EgoRS_1,EgoRS_2,EgoRS_3,EgoRS_4,EgoRS_5,EgoRS_6,EgoRS_7,EgoRS_8,EgoRS_9,EgoRS_10,EgoRS_11,EgoRS_12,EgoRS_13,EgoRS_14,OPTIMISM_1,OPTIMISM_2,OPTIMISM_3,OPTIMISM_4,OPTIMISM_5,OPTIMISM_6,OPTIMISM_7,OPTIMISM_8,OPTIMISM_9,OPTIMISM_10,PS_1,PS_2,PS_3,PS_4,PS_5,PS_6,PS_7,PS_8,PR_1,PR_2,EXTRAVERSION_1,EXTRAVERSION_2,EXTRAVERSION_3,EXTRAVERSION_4,EXTRAVERSION_5,EXTRAVERSION_6,EXTRAVERSION_7,EXTRAVERSION_8,EXTRAVERSION_9,EXTRAVERSION_10,EXTRAVERSION_11,EXTRAVERSION_12,TMES_1ME,TMES_2ME,TMES_3ME,TMES_4ME,TMES_5ME,TMES_6ME,TMES_7ME,TMES_8ME,TMES_9ME,TMES_10ME,TMES_11ME,TMES_12ME,TMES_13ME,TMES_14P,TMES_15P,TMES_16P,TMES_17P,TMES_18P,TMES_19N,TMES_20N,TMES_21N,TMES_22N,TMES_23N,TMES_24NEUT,TMES_25NEUT,PROLIFIC_PID,A1Positive,A2Positive,A3Positive,A4Positive,A5Positive,A6Positive,A1Negative,A2Negative,A3Negative,A4Negative,A5Negative,A6negative,A1_M,A2_M,A3_M,A4_M,A5_M,A6_M,Optimism,Extraversion,TotalP,TotalN,TotalM,Resilience,Positivity,DES_NPS,DES_CPN,DES_PNS,TMES_ME,TMES_P,TMES_N,TMES_NEUT,ValuingHappiness,PositiveReappraisal
722,R_2BkxCZxRuNpRfL3,37,1,2,1, ,2,5,0,10,Covid has been a serious situation People are more depressed than usual. I have been really stressed and depressed before it started and so now it's even worse I even loss my job to make matters worse.,0,10,I have lost my job and don't know what to do for money because of covid.,I don't have enough money to buy groceries because of covid.,I had a hard tim falling asleep because one of my family members got covid and I was worried.,"My brother graduated college during covid, so that was one of the very few things that made me happy.",Covid allowed me to learn a new skill while being at home and so that was another small thing that made me happy.,I learned how to cook for myself during covid and that cause e to relax a little,0,10,0,10,0,10,9,0,8,0,7,0,0,7,4,4,4,4,4,4,4,4,4,4,4,4,6,6,7,7,7,7,3,1,1,2,2,1,1,2,3,3,2,2,1,1,1,1,5,1,4,4,5,1,5,1,2,5,1,2,1,4,2,1,2,2,1,1,5,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,5,3,5,5,2,3,2,2,2,2,2,2,5,5,5,5,5,5,3,60ca4cfb5c287146cad0695a,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,18,16,3,3,0,25,18,12,16,16,37,10,25,8,44,4
1094,R_2RV0vKMQhEu6s3l,19,1,1,1, ,1,3,8,2,i had covid for 5 days then it all went away i don't were i got it but I believe every person should be vaccinated to contain it,8,2,I am having a hard time falling asleep,i have to wake up every morning early,i get anxiety from searching all day,i have maintain distance from people,i have health problems,im lossing weight,2,8,9,1,2,6,7,1,1,9,1,8,8,2,5,5,4,4,4,6,4,3,3,4,4,5,3,3,4,6,4,4,3,3,3,3,3,4,3,3,3,3,2,3,4,3,3,3,1,3,4,3,1,3,0,3,6,6,5,3,5,5,5,5,3,2,4,3,3,1,3,4,2,3,5,4,2,4,4,2,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,4,3,2,3,3,2,4,3,614aaaf1d62c373fbc79d0ac,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,11,38,2,4,0,43,40,14,18,14,41,17,13,7,29,5
508,R_3noC6fvdjLDcDZa,35,1,2,1, ,4,5,3,7,"At my wife’s job, she is constantly having to deal with her workers getting covid. It has pretty much been a weekly thing for the past three months that she will have at least one person out with covid. Generally, that leads to she and I going ahead and testing ourselves just to ensure we’re not sick. The situation can be exhausting.",2,7,Constant fear,Uncertainty of sickness,More stress due to situation,Fear of losing money due to being sick,Dreaded phone calls re: covid,Not being able to see people,1,10,1,10,1,10,1,10,1,10,2,10,1,9,7,7,7,7,7,7,7,7,7,7,7,5,6,1,7,3,1,4,2,3,3,3,4,1,3,3,2,4,4,2,2,1,1,2,1,1,5,5,5,4,0,2,1,6,1,1,1,1,1,1,1,2,1,1,1,1,3,4,1,4,2,1,4,1,1,2,1,1,2,1,2,3,3,3,1,2,1,2,1,2,2,1,4,5,4,3,3,5,3,5f47f20025bc3c12380a5cf4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,10,24,0,6,0,37,13,21,28,28,23,8,19,8,27,3
731,R_31QlnI9PC2uLVzc,28,1,2,1, ,4,7,5,2,I am still having to wear a mask at my work at all times despite every single employee including myself being vaccinated. It is really starting to wear us down it has been over the past 2 yeard.,3,6,I am getting annoyed,I am getting sick of it,my coworkers are tired of it,It feels like it will never end,I am looking forward to it ending,I want life to go back to normal,0,10,0,10,0,9,0,10,6,2,0,10,2,8,7,7,7,7,7,7,7,7,7,7,7,3,2,5,5,6,3,4,2,4,1,3,4,1,1,1,1,4,3,3,4,3,4,4,2,4,3,3,2,2,1,4,7,7,6,4,5,6,5,6,3,2,1,5,4,1,5,5,1,4,2,1,5,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,4,3,5e55c629171aa20a11be18ea,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,17,36,1,5,0,35,46,21,28,28,38,15,13,7,28,5
525,R_1f40a9As6vyVEcy,31,1,2,1, ,2,9,6,4,"I'm now getting used to being in environments without people wearing masks, even though I still wear them frequently. It fills me with anxiety and stress seeing people without them, and yet it also makes me feel at ease and relaxed, thinking that maybe things can go back to normal and we can live like we used to.",6,4,Trying to avoid topics of conflict with people,Trying to get used to the mask on my face,Making habit of checking on the situation with COVID in my state,Arguing with family over the pandemic and causing stress during holidays,Being mindful of keeping distance from people to reduce risk of transmission,"Seeing small children with masks and thinking about children born during this time and not knowing any different, thinking the world is always like this.",2,8,3,7,3,6,2,8,5,4,2,8,4,7,5,5,5,6,5,5,5,5,6,6,5,5,4,5,5,4,4,4,2,3,2,3,2,2,1,1,2,3,2,2,1,1,2,3,0,2,3,3,1,2,1,3,2,5,5,4,5,3,4,5,2,2,2,2,2,1,2,2,1,3,2,2,2,3,3,2,4,3,3,3,2,2,3,3,2,2,3,2,2,3,2,3,2,3,4,2,2,4,2,60d3740f31606cb50e49f00c,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,9,24,0,5,0,27,33,15,22,21,35,12,13,6,31,4
500,R_27Vu2rulsCuIK4d,35,1,2,1, ,2,9,10,0,"I have to interact a lot with the community, some people of which don't believe in masks, and some that do.  I have to try to live each day while protecting myself and to not bring Covid home to anyone else.  I try to still communicate and be friendly with people, but sometimes it is hard when they are so ignorant.",10,0,I am concerned at how many people don't care.,It frightens me to see the extent of the spread.,It amazes me how little people care about transmitting the virus.,I'm happy when I see regulations out to enforce mask laws.,I am hopeful the future will be brighter than it is right now.,I am having a hard time staying away from friends during this tough time.,0,9,0,8,0,7,10,0,9,1,2,4,10,0,5,5,5,7,6,5,5,6,6,5,5,7,1,3,1,7,3,6,4,4,3,4,1,3,4,2,4,4,3,3,1,3,5,5,3,5,5,4,3,5,3,5,6,7,7,7,7,7,7,7,4,4,5,2,5,5,2,5,5,5,5,4,3,5,3,1,3,3,2,3,2,2,2,2,3,1,1,5,5,4,3,5,2,2,2,1,2,1,1,5dd3e3cd5daaa63c5fdb7bb8,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,24,51,2,3,0,43,55,15,22,23,28,22,9,2,28,8
894,R_1jlaZhrkSmF6R7l,23,3,2,1, ,1,4,9,0,A covid related situation recently has been my family members getting fully vaccinated,9,0,I hope the vaccination rates go up,I hope my family gains good immunity through this,I hope more people get the vaccine,I want covid to go away,I am curious to see what happens with covid in the future,I’m keeping an eye on vaccination rates,8,0,8,0,8,0,6,0,6,0,6,0,9,0,6,6,6,6,6,6,6,6,6,6,6,2,2,2,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4,1,4,4,3,2,2,2,4,5,5,5,4,5,6,6,6,4,4,3,2,4,3,2,3,2,2,4,2,2,4,2,2,3,3,3,3,3,2,3,4,3,3,3,4,4,5,3,4,2,2,3,2,2,3,2,610c3dd3425aa056883e3e02,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,33,6,0,0,41,42,18,24,24,37,20,11,5,24,8
1216,R_puVC3LSK2YqKpwt,33,1,2,1, ,1,4,7,3,"This situation is still burdensome for me and my family, but not as burdensome as when the pandemic first was announced. My family and I still deal with the inconveniences of having to wear masks in order to keep safe and dealing with the dear of catching covid and then infecting others at home. It has made life more difficult for the average person, but we are hoping that things will continue to get better as the nation slowly goes back to normality.",7,3,Worried about catching covid,Worrying about the virus mutating into a much deadlier variation.,worry about catching covid at work and then infecting family members.,Dealing with the stress of having to wear masks at work while doing strenuous tasks.,Dealing with supply and food shortages due to the pandemic.,Worrying about being economically impacted due to the pandemic.,0,10,0,10,0,10,0,10,0,10,0,10,4,7,6,6,6,6,6,6,6,6,6,6,6,5,4,5,5,7,6,6,4,3,1,4,2,3,2,3,3,4,2,3,2,3,2,2,1,2,4,4,2,4,2,4,2,6,5,2,6,3,6,5,3,3,2,2,3,2,2,5,1,2,4,2,2,4,3,2,3,3,3,3,3,3,4,4,3,3,3,4,4,4,3,3,3,3,3,2,3,4,3,5f0a7dec44c42c19a6c9f6d9,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,13,31,0,6,0,39,35,18,24,24,40,18,14,7,38,6
559,R_1F2nJjHeReAnK2Z,32,1,2,1, ,2,9,8,1,Covid seems like it has pretty gone away in the local area.  Not worried about it all anymore,9,1,Im glad it isn't as prevelent,more things to do,dont have to wear mask,excited to travel,excited to visit people,everyone is more relaxed,9,1,9,1,7,2,8,1,7,2,8,1,8,1,6,6,6,6,6,6,6,6,6,6,6,5,2,6,5,6,4,5,3,3,1,3,1,1,1,1,2,3,1,1,1,4,4,4,2,4,3,3,1,4,2,4,4,6,5,4,5,4,4,5,4,3,1,2,3,1,2,3,1,3,2,1,2,2,1,2,2,2,2,2,2,2,4,3,2,2,2,2,5,4,3,4,1,3,2,2,3,5,1,60ec54c58f88686dadb1a0c9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,23,6,0,0,26,37,18,24,24,28,18,11,6,33,7
1045,R_1GEsIpRb6bzRJnA,32,1,2,1, ,2,2,5,5,"My place of employment is abiding by the removal of the mask mandate, and our employees had a discussion about our comfort level with people wearing masks or not. It was a productive meeting and we were all on the same page afterwards.",5,5,I feel good about the meeting.,It involved all employees.,I voiced my opinion.,It was led by the supervisors.,It felt open and honest.,All employees agreed on a good solution.,9,0,10,0,8,0,10,0,8,0,8,1,5,5,7,7,7,7,7,7,7,7,7,7,7,6,5,4,7,6,6,6,3,2,2,2,4,2,3,3,3,4,3,3,1,2,3,3,2,2,5,4,0,2,0,3,2,3,2,2,3,2,4,3,2,2,2,1,4,2,1,2,1,1,3,3,3,3,3,3,4,4,3,4,2,4,2,3,4,4,4,2,4,3,3,3,3,3,3,3,2,5,4,60b4f4b34e71c30513ecc1f5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,26,6,0,0,37,21,21,28,28,44,15,14,9,40,4
1311,R_3pa1JR5Na8eOKKI,30,1,2,1, ,2,4,5,5,"I think that overall, the initial management of COVID-19 in our country was faulty, mismanaged, and divided. We are now unprepared for a new resident yearly illness such at this to be incorporated into our society.",6,5,Worrying about my finances.,Worrying about health of myself and family.,Social Isolation and loss of social life.,Difficulty resuming social activity.,Difficulty sleeping after long desk hours.,Price increases and out of stock with certain items.,2,7,2,7,2,6,2,7,3,8,2,6,5,5,5,6,6,6,6,6,6,6,6,6,6,4,5,3,6,4,3,2,3,3,3,2,4,2,3,3,2,4,3,3,2,3,2,2,1,2,3,4,2,4,1,2,4,2,3,1,2,4,3,3,3,3,1,1,3,1,2,3,1,3,2,1,2,2,2,1,4,4,3,4,4,4,3,3,4,3,3,2,3,3,2,3,2,4,4,2,3,4,3,5fdfb7d6e1442280fc095a66,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,10,22,0,6,0,40,22,17,24,24,42,13,15,7,27,6
1352,R_82FCka0EBZOlvZn,43,1,2,1, ,3,3,9,1,"At work they just took the covers off of the drinking fountains. I work at a school, many of the students have never used a drinking fountain before.",9,2,"Drinking water is good for adults and kids, its good that they took the covers off of the drinking fountains.","Some kids forget their water bottles, with the drinking fountain restrictions lifted kids have water regardless.",Many younger students have never used a drinking fountain before.,We will have to show the kids how to use a drinking fountain.,The kids were curious what was under the plastic cover on the drinking fountain.,Schools are starting to return to normal as more COVID restrictions are lifted.,10,0,10,0,5,5,10,0,6,2,9,1,9,1,7,7,7,7,7,7,7,6,7,7,7,7,1,4,5,7,5,7,4,4,3,4,4,2,4,4,4,3,4,4,2,4,5,2,2,5,5,3,2,4,2,5,7,7,7,4,7,7,7,7,4,4,5,2,1,4,4,5,5,5,3,3,3,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,3,5,4,3,4,3,4,2,2,3,4,616567af93f2b71b50c3ff85,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,45,5,0,0,50,53,21,28,27,62,20,15,7,36,8
529,R_11dBDI0t4WDaWBX,27,1,2,3, ,1,6,1,8,"My grandma died of COVID in India. My mom flew to India for the funeral. I had only seen her like 2 times in my life, but I still felt sad.",0,10,I'm losing money in the stock market.,I'm currently sick with something.,I still haven't gotten vaccinated.,A new wave is coming.,I'm tired of seeing COVID news.,The US has handled the pandemic so poorly.,0,9,0,10,0,7,0,10,0,6,0,10,0,10,6,7,7,6,6,6,6,7,7,6,6,5,6,6,7,6,4,2,2,2,2,2,4,1,1,2,3,4,3,1,1,1,1,1,0,1,3,5,5,1,5,1,1,2,2,1,2,1,7,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,3,3,2,1,2,3,3,3,1,4,1,1,4,1,4,5,4,5,5,2,5c2c62542c45d400014a32e6,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,13,13,0,6,0,29,18,20,24,26,27,11,19,7,36,2
905,R_2cBKNsFHGajgbjy,37,1,2,1, ,2,8,6,4,My range of emotions has changed vastly. I just want to get back to normal life.,6,4,Fear,Worry,Work changes,Getting covid/recovering quickly,Getting vaccinations and boosted,Going back to work in the office,0,10,1,9,7,4,3,8,9,2,6,4,6,4,6,6,6,6,6,6,6,6,6,6,6,5,2,3,6,6,5,5,3,3,3,3,4,3,3,3,2,3,4,3,3,3,3,3,1,2,3,4,0,3,0,4,4,5,5,3,5,4,4,5,3,3,4,4,3,3,3,4,3,4,4,4,2,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,4,3,2,5d5181fc842e8600171e5a78,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,10,42,3,3,0,43,35,18,24,24,38,14,14,5,32,6
827,R_UiJE3mJfjJ4tAg9,27,1,2,1, ,2,9,6,7,"Since my parents are immunocomprimised, I have had to limit the things I can do to prevent exposing them to the covid 19 virus.",5,7,Missing out on social events,Constantly feeling tired,Hard to think positively,Not seeing friends as often,Hard to focus on work,Constant sense of uncertainty,0,10,0,10,0,10,0,10,0,10,0,10,5,9,6,6,6,6,5,6,6,6,6,6,6,5,6,4,7,7,7,6,4,3,2,3,2,3,2,2,3,3,3,2,3,4,2,3,0,3,5,4,0,3,1,3,6,6,5,1,5,6,6,6,4,4,2,2,3,1,2,2,1,2,4,3,2,4,4,3,3,4,3,4,3,4,5,5,4,4,4,3,3,3,3,3,2,3,3,2,2,4,3,5f5550685e8dec926f63cef1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,9,28,0,6,0,39,41,18,24,23,50,15,12,7,42,8
825,R_aWakPgqskHvBfbz,34,1,2,1, ,2,5,9,2,"I was so shocked when I had arrived at the store I'm thinking about, everyone inside had no masks on. I realized I was an outsider. I felt nervous, anxious, and frustrated. I thought that I was trying to make the environment better by limiting my germs. I'm not sure why they chose to just lift the policy but it's very frustrating. I believe the state lifted a mandate too and this allowed people to go wherever without masks. I'm worried because of my own health, as well as others.",1,5,I get worried of being sick.,I'm hesitant to go to stores.,"I get very frustrated thinking about people not caring, it limits my patience.",The overwhelmed feeling gives me knots and stomach aches thinking about the pandemic.,It gives me clarity about where I stand in society.,I feel better knowing how considerate I am.,1,6,1,6,0,7,0,8,7,2,8,1,6,3,6,6,4,5,4,4,3,4,6,5,4,5,6,3,2,5,5,3,3,1,2,2,2,3,2,2,1,1,3,2,3,2,2,5,0,1,5,5,0,2,3,4,2,5,7,6,4,4,2,5,3,4,4,4,4,1,2,3,3,5,4,3,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,2,3,2,3,1,1,2,1,5ec62902bb44c16b842128f9,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,10,38,2,4,0,29,35,16,17,18,15,8,10,3,29,7
2767,R_2UabY9w3V7mrVjU,29,1,2,1, ,2,9,5,7,"I am currently out of work for covid. I tested positive about 4 days ago, and have been bed ridden since then. I have a stuffy nose and small cough. I have another 5 days off work until I go back.",5,6,Off Work,I have a cough,I have a headache,I have a sore throat,I am having problems sleeping,I am tired all of the time.,7,3,0,10,0,10,0,10,0,10,1,9,5,6,6,7,6,6,6,7,7,7,7,7,7,3,4,5,5,6,2,5,4,3,3,4,3,4,2,4,3,1,4,3,4,4,4,4,2,5,5,4,2,5,2,4,6,7,6,6,6,6,6,7,2,3,4,5,4,5,5,4,5,4,3,4,2,4,3,1,2,2,1,3,3,2,2,2,5,5,2,2,4,4,4,4,1,3,2,2,4,3,3,56e2d87a0756b2000da6303d,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,19,49,1,5,0,46,50,19,27,27,33,18,12,6,30,5
4062,R_3gT7eFQsVZouNTH,37,1,2,1, ,3,9,7,1,"The church that we go to continues to do some things in a modified way, while returning to normal activities in others. It can be annoying and confusing keeping up with what is normal and what isn't.",5,4,Unsure of what to bring to events or how to prepare,Frustrating when something isn't being treated normally,Annoyed that there doesn't seem to be consistency,Frustrated with leaders for not maintaining consistency,Happy that more things are treated normally than not,Hopeful the rest of the things will go back to normal,2,8,1,7,1,8,4,6,8,0,8,3,5,3,5,4,5,4,5,5,5,5,6,5,3,3,2,2,2,4,2,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,3,4,2,3,3,3,1,4,1,4,5,6,6,4,7,5,5,6,2,3,2,2,4,2,3,3,3,3,3,2,3,3,3,2,3,3,2,3,2,2,4,3,3,3,3,2,4,4,3,4,2,2,3,2,3,4,3,5fef3760bb7b29d82e492dae,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,14,33,2,4,0,33,44,14,19,19,36,17,12,7,18,5
905,R_1eWUZW74putMrIp,33,1,2,2, ,2,5,8,1,My covid situation involves me still being in recovery after contracting covid-- I have long term effects from it. My mother also passed away because of covid related symptoms. My financial situation was also impacted negatively as a result of the pandemic overall.,5,7,I have consistent pain lately,Financial stressed more than usual,Work related problems,I find myself more depressed about different aspects of my life.,I haven't spent time with friends and family as much anymore.,I still try to be positive and productive despite all the negatives.,0,10,0,10,4,7,0,10,0,10,10,2,5,5,7,7,7,7,6,7,7,7,2,7,7,3,1,5,7,7,1,7,4,4,1,4,4,4,3,3,4,4,4,3,3,2,1,5,1,3,5,5,5,4,0,3,3,6,7,1,3,4,7,3,4,4,1,1,4,1,2,1,1,3,4,1,1,5,5,1,1,1,1,1,5,5,5,5,2,3,2,3,4,5,5,5,2,4,4,3,5,5,5,60906c79f8cfd718d6dcb3df,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,13,25,1,5,0,47,34,21,28,22,37,22,18,10,31,8
770,R_eEAccpo8WAFAXxn,25,1,2,"1,2", ,1,4,2,6,I had to move back in with my parents because I lost my job.,2,6,loss of income,loss of social life,its harder to get places,the store is farther away,its nice to see family again,its nice to see pets again,0,10,3,7,0,9,0,6,7,3,8,0,2,6,7,7,7,7,7,7,7,7,7,7,7,2,6,4,7,4,2,4,3,4,4,4,4,2,4,4,3,3,4,2,3,3,4,4,5,2,3,3,0,2,0,3,2,3,2,1,5,3,1,2,2,2,2,4,4,1,4,4,1,4,4,2,3,4,2,2,5,5,3,3,3,2,3,2,5,5,3,2,3,3,2,5,3,5,2,3,5,4,2,610898813e48dc2864965122,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,14,37,2,4,0,47,19,21,28,28,43,15,18,6,29,4
611,R_1IQPq8ZJFtyF3Rr,28,1,2,1, ,2,9,6,2,Missing a flight to see my parents for the Christmas holiday because I tested positive for COVID. It was quite a saddening realization,6,2,Stress of the first positive covid test,Concern during the 15 minute test waiting period,Sad realization that I was sick,Calling my parents and crying a bit,Being comforted by my husband due to canceled plans,Finding ways to make a fun holiday weekend in quarantine,1,9,2,7,1,9,2,8,5,5,6,3,6,2,6,5,5,6,5,5,5,6,6,6,6,2,2,2,3,6,3,4,3,4,3,3,4,3,2,1,3,3,3,3,3,2,4,4,2,4,5,3,2,2,2,5,5,6,7,6,6,6,6,7,3,3,4,4,3,4,3,4,5,4,4,4,3,4,3,2,2,2,1,3,2,1,1,2,3,3,2,4,4,4,4,4,1,2,3,1,2,2,2,60fded771d362f0624a42a38,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19,46,1,4,0,40,49,16,22,23,27,20,9,4,22,6
1295,R_1ePIoUhDfwPUUai,26,1,2,3, ,4,9,7,2,"I was diagnosed with covid-19 on January 3, 2022. I was out of work for 2 weeks and a half. I didn't no I had COVID at first,  and thought I just got the flu, but the cough I experienced was the worst and nothing like the flu cough.",8,2,I couldn't work.,I still am trying to get back to my normal fitness level.,I have to make up the money lost.,I am thinking of getting the booster as soon as possible.,I am scared of getting it again.,I am worried about future complications.,2,6,2,8,3,6,10,0,0,6,0,9,8,2,6,6,6,7,6,7,7,6,6,7,7,6,2,5,5,6,3,3,3,3,2,3,4,2,3,3,3,4,3,3,1,3,3,4,2,4,4,3,2,3,2,4,5,3,6,2,6,6,6,6,3,3,2,2,4,1,1,2,2,3,2,2,2,2,4,2,4,3,2,4,3,2,4,4,4,4,3,3,5,4,4,4,2,3,4,2,3,4,2,614010e2fe2c7bba5f7550d5,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,17,25,1,5,0,40,40,18,28,25,43,20,14,6,30,6
1051,R_1IH6kR6E3M0b15W,37,1,1,1, ,2,5,2,4,Awaiting getting my 2nd booster. Just ready to go as soon as they give the go ahead for adults in their mid 30s. Awaiting this because others in my household have decided to not get their 23nd booster and I am uninsured so if I get COVID from them it could be costly. Would like to minimize that.,3,3,Eager to get 2nd booster.,Check news semi-frequently to see if I can get it.,Doing it for my health mainly.,Doing it for parents too since they are skipping 2nd booster.,Think about how bad COVID vaccine makes me feel. 3-4 days of feeling like crap.,Despite side effects strongly believe benefit outweighs any risks. Especially as I keeping reading about long term effects of COVID.,8,4,0,4,9,0,9,0,0,9,8,2,7,4,5,6,6,7,6,7,7,6,6,7,7,2,1,1,5,6,2,3,2,4,1,1,4,4,4,3,2,3,4,3,4,2,2,3,0,2,3,4,5,3,0,2,1,2,1,1,1,3,2,1,2,2,1,4,2,3,4,5,2,4,4,3,5,2,2,2,2,2,1,3,3,3,2,3,3,3,3,2,4,3,2,4,2,3,2,2,4,4,2,60ce4fceb13609a2c039248e,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11,39,4,1,0,41,12,17,28,25,32,15,13,6,20,4
778,R_shPJuxRn1Ru86rf,39,1,2,1, ,4,8,9,1,i feel covid has passed or at least it is something we have to deal with for awhile now. i am not scared of it and will live my life full of passion.,9,1,how did it begin,where did it come from,what are actually data,how wrong was tony facui,do democrats actually believe this is real,why are we doing this to ourselves,8,2,9,2,9,2,8,2,8,2,8,2,8,2,6,4,5,5,6,7,6,6,6,7,7,6,2,6,6,6,6,7,3,3,4,4,3,3,3,3,4,4,3,4,4,4,5,5,2,4,4,4,2,4,2,5,6,7,7,2,6,7,7,6,2,3,1,4,3,1,3,5,1,4,4,1,2,4,2,3,4,3,2,2,1,3,5,4,3,3,1,4,4,4,3,5,1,2,3,1,1,4,4,60e88e0b7d305b5fbae3ebef,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,33,6,0,0,49,48,15,25,25,36,20,8,8,39,5
1703,R_3DcMWAqmmHYxh6Y,32,1,2,1, ,2,7,10,0,"Recently covid has been a big problem for society, currently we live with the fear of getting infected and getting sick, thus affecting our relatives and the people around us.
It is true that vaccines have been released to try to contain the disease, but there is still a risk, although the governments have made the quarantine more flexible, there is still that thought that tells you that you must follow the hygiene and protection rules to avoid being infected.",8,2,"In the family aspect, we all take the necessary measures to avoid infecting others, we avoid meetings and walks to the greatest extent","In the labor aspect, the company is in charge of bio security, enforcing the hygiene and disinfection standards of all workers, they also offer us work days from home","in the social aspect, coexistence with others has become scarce, we avoid the agglomeration of people and public places to a greater extent","In terms of health, we take very good care of our family and monitor any change or unusual symptom.","In the aspect of leisure, we prefer to do activities inside the home, watch movies, play video games, board games in order to want to go out less","In the aspect of food and supplies we take certain days a month to do the shopping and stock up on what is necessary for a good diet, we also use applications such as instant cart to make purchases",8,2,8,2,7,3,8,2,10,0,10,0,8,2,2,2,2,4,4,4,4,4,4,4,4,5,1,4,6,7,7,7,4,3,2,3,4,4,2,3,3,4,2,2,3,1,2,5,3,5,5,3,1,5,0,5,7,5,7,7,7,7,7,7,4,4,3,5,1,1,3,1,4,3,5,3,4,5,1,1,3,3,3,3,1,1,2,2,2,2,2,5,5,5,3,3,1,1,1,1,1,5,1,616d9ef881036dfbfd63d2f4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,38,6,0,0,40,54,6,16,16,26,21,5,6,37,8
1257,R_1CDu5K4iEPdbBHW,30,1,2,1, ,2,6,8,1,"I was temporarily furloughed from my job in early 2020. We were paid in PPP money but it was less than we had been making.  Eventually, I quit my job and started my own business in the midst of the pandemic, and much uncertainty. My first year was hard financially but eventually I overtook my previous income at the last job and am now thriving. I am glad that COVID is seemingly behind us for the most part.",9,2,Uncertainty,Sleep problems,Burning a bridge with former employer,Financial strain,Lack of confidence,Work life balance,6,5,1,8,5,7,5,10,6,7,9,6,8,2,7,6,6,6,6,6,6,6,6,6,6,5,4,5,7,5,4,3,3,2,3,3,3,3,2,2,2,3,3,2,2,1,2,2,0,3,4,3,1,2,0,4,1,5,5,1,3,4,4,4,4,4,5,4,4,4,3,2,3,3,5,5,2,3,4,2,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,5,4,4,5,3,4,607cc53ae36a9651f1620f66,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,10,43,1,3,2,34,27,19,24,24,48,19,22,7,33,8
